Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,year,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,PG%,SG%,SF%,PF%,C%,OnCourt +/-,On-Off +/-,BadPass,LostBall,Shoot Foul Commit,Shoot Foul Drawn,Off Foul Commit,Off Foul Drawn,PGA,And1,Blkd,Avg Dist on Shot,0-3 FGA,0-3 FG%,3-10 FGA,3-10 FG%,10-16 FGA,10-16 FG%,16-3P FGA,16-3P FG%,Player Key,All NBA 1st,All NBA 2nd,All NBA 3rd,All NBA,All NBA 1st2,All NBA 2nd2,All NBA 3rd2,All NBA Prev
Marcus Smart,SG,25.0,BOS,60.0,40.0,32.0,4.3,11.4,0.375,2.3,6.6,0.347,2.0,4.8,0.415,2.1,2.5,0.836,0.7,3.1,3.8,4.9,1.7,0.5,1.7,2.7,12.9,110.0,107.0,2020,13.8,0.518,0.579,0.223,2.4,10.1,6.3,21.1,2.5,1.4,12.1,18.9,1.7,2.8,4.5,0.112,0.0,1.4,1.4,1.6,0.23,0.73,0.04,0.0,0.0,7.1,1.3,68.0,14.0,74.0,53.0,6.0,30.0,678.0,11.0,19.0,18.4,0.111,0.539,0.163,0.351,0.103,0.443,0.044,0.267,Marcus Smart2020,0,0,0,0,0,0,0,0
Dennis Smith Jr.,PG,22.0,NYK,34.0,3.0,15.8,2.1,6.2,0.341,0.5,1.6,0.296,1.6,4.6,0.357,0.8,1.6,0.509,0.6,1.7,2.3,2.9,0.8,0.2,1.7,1.9,5.5,84.0,112.0,2020,7.4,0.399,0.256,0.251,4.1,11.7,7.7,26.4,2.5,1.4,19.8,23.1,-1.4,0.5,-0.9,-0.079,-5.2,-0.9,-6.1,-0.6,1.0,0.0,0.0,0.0,0.0,-16.8,-12.5,34.0,13.0,32.0,23.0,4.0,6.0,239.0,5.0,11.0,12.7,0.332,0.543,0.128,0.222,0.081,0.235,0.204,0.186,Dennis Smith Jr.2020,0,0,0,0,0,0,0,0
Ish Smith,PG,31.0,WAS,68.0,23.0,26.3,4.5,10.1,0.447,0.9,2.5,0.367,3.6,7.6,0.473,0.9,1.3,0.721,0.4,2.8,3.2,4.9,0.9,0.4,1.4,1.6,10.9,108.0,117.0,2020,13.9,0.509,0.245,0.125,1.8,12.0,6.7,27.1,1.5,1.5,11.6,19.1,1.3,0.6,1.9,0.051,-0.3,-1.0,-1.3,0.3,0.96,0.05,0.0,0.0,0.0,-3.5,2.2,62.0,20.0,71.0,33.0,3.0,12.0,828.0,10.0,27.0,13.2,0.235,0.617,0.168,0.362,0.161,0.514,0.19,0.359,Ish Smith2020,0,0,0,0,0,0,0,0
J.R. Smith,SG,34.0,LAL,6.0,0.0,13.2,1.2,3.7,0.318,0.2,1.8,0.091,1.0,1.8,0.545,0.3,0.3,1.0,0.0,0.8,0.8,0.5,0.2,0.0,0.7,0.8,2.8,72.0,113.0,2020,0.0,0.372,0.5,0.091,0.0,6.9,3.5,4.8,0.6,0.0,14.9,14.3,-0.2,0.1,-0.1,-0.077,-7.8,-2.0,-9.8,-0.2,0.0,0.0,0.98,0.02,0.0,-16.4,-22.7,3.0,0.0,2.0,1.0,1.0,0.0,8.0,0.0,0.0,17.7,0.045,1.0,0.227,0.4,0.136,1.0,0.091,0.0,J.R. Smith2020,0,0,0,0,0,0,0,0
Zhaire Smith,SF,20.0,PHI,7.0,0.0,4.6,0.4,1.6,0.273,0.0,0.4,0.0,0.4,1.1,0.375,0.3,0.6,0.5,0.0,0.3,0.3,0.3,0.4,0.0,0.3,0.6,1.1,65.0,106.0,2020,1.1,0.313,0.273,0.364,0.0,6.9,3.5,8.2,4.5,0.0,13.6,19.9,-0.1,0.1,-0.1,-0.12,-10.8,0.8,-10.0,-0.1,0.0,0.44,0.57,0.0,0.0,-13.1,-15.6,1.0,0.0,4.0,1.0,0.0,0.0,6.0,0.0,1.0,10.3,0.545,0.5,0.0,0.0,0.091,0.0,0.091,0.0,Zhaire Smith2020,0,0,0,0,0,0,0,0
Tony Snell,SF,28.0,DET,59.0,57.0,27.8,2.9,6.5,0.445,1.7,4.3,0.402,1.2,2.2,0.531,0.5,0.5,1.0,0.2,1.7,1.9,2.2,0.5,0.3,0.5,1.7,8.0,121.0,117.0,2020,9.7,0.598,0.665,0.084,0.6,7.1,3.8,10.9,1.0,0.8,7.3,11.4,2.1,0.5,2.6,0.076,-1.2,-0.6,-1.8,0.1,0.0,0.25,0.69,0.06,0.0,-6.4,-4.5,19.0,8.0,50.0,8.0,4.0,6.0,301.0,2.0,9.0,19.4,0.102,0.692,0.118,0.489,0.068,0.346,0.047,0.556,Tony Snell2020,0,0,0,0,0,0,0,0
Omari Spellman,C,22.0,GSW,49.0,3.0,18.1,2.6,6.0,0.431,0.9,2.2,0.391,1.7,3.8,0.454,1.5,1.9,0.793,1.6,2.9,4.5,1.0,0.7,0.5,1.1,1.3,7.6,107.0,112.0,2020,14.4,0.551,0.373,0.312,9.1,18.0,13.4,8.1,1.8,2.4,13.9,18.8,0.5,0.7,1.2,0.066,-0.8,-1.0,-1.7,0.1,0.0,0.0,0.0,0.59,0.41,-9.4,-0.9,31.0,9.0,33.0,43.0,6.0,2.0,107.0,12.0,17.0,14.3,0.305,0.556,0.112,0.303,0.078,0.478,0.132,0.333,Omari Spellman2020,0,0,0,0,0,0,0,0
Max Strus,SF,23.0,CHI,2.0,0.0,3.0,1.0,1.5,0.667,0.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,2.5,153.0,119.0,2020,30.7,0.727,0.333,0.333,17.5,0.0,9.2,0.0,0.0,0.0,0.0,24.4,0.0,0.0,0.0,0.316,5.3,-1.0,4.4,0.0,0.0,1.0,0.0,0.0,0.0,93.3,96.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Max Strus2020,0,0,0,0,0,0,0,0
Edmond Sumner,SG,24.0,IND,31.0,3.0,14.4,2.0,4.6,0.43,0.5,1.7,0.264,1.5,2.9,0.528,0.5,0.9,0.552,0.4,1.1,1.5,1.8,0.5,0.3,0.7,1.4,4.9,100.0,110.0,2020,10.1,0.491,0.373,0.204,2.7,8.5,5.6,16.7,1.6,1.8,12.4,17.3,-0.1,0.5,0.4,0.047,-3.2,0.2,-3.0,-0.1,0.21,0.79,0.01,0.0,0.0,-1.9,-4.9,9.0,7.0,17.0,15.0,1.0,5.0,131.0,2.0,12.0,12.1,0.359,0.725,0.204,0.276,0.063,0.222,0.0,0.0,Edmond Sumner2020,0,0,0,0,0,0,0,0
Caleb Swanigan,PF-C,22.0,TOT,27.0,1.0,10.7,1.0,1.7,0.596,0.0,0.1,0.0,1.0,1.7,0.622,0.3,0.6,0.529,1.0,2.7,3.7,1.1,0.1,0.3,1.4,2.3,2.4,95.0,113.0,2020,7.6,0.597,0.043,0.362,9.9,26.4,18.3,13.9,0.5,2.2,40.4,13.5,-0.2,0.2,0.0,0.004,-6.2,0.2,-6.0,-0.3,0.0,0.0,0.0,0.1,0.9,-6.3,-5.0,20.0,5.0,26.0,3.0,8.0,4.0,76.0,1.0,2.0,5.3,0.617,0.724,0.191,0.444,0.106,0.4,0.043,0.5,Caleb Swanigan2020,0,0,0,0,0,0,0,0
Jayson Tatum,PF,21.0,BOS,66.0,66.0,34.3,8.4,18.6,0.45,2.9,7.1,0.403,5.5,11.5,0.48,3.8,4.7,0.812,1.0,6.0,7.0,3.0,1.4,0.9,2.3,2.1,23.4,111.0,106.0,2020,20.4,0.567,0.383,0.255,3.1,18.5,10.9,14.5,2.0,2.3,10.2,28.6,3.2,3.7,6.9,0.146,3.5,0.6,4.0,3.4,0.0,0.0,0.0,0.9,0.1,10.4,11.1,55.0,52.0,47.0,136.0,27.0,6.0,487.0,24.0,62.0,14.4,0.248,0.618,0.155,0.374,0.126,0.396,0.089,0.394,Jayson Tatum2020,0,0,0,0,0,0,1,1
Jeff Teague,PG,31.0,TOT,59.0,17.0,24.8,3.6,8.3,0.436,0.7,2.0,0.368,2.9,6.3,0.457,2.9,3.3,0.873,0.5,1.9,2.4,5.2,0.7,0.3,2.0,1.8,10.9,112.0,116.0,2020,14.6,0.557,0.239,0.403,1.9,8.6,5.2,30.7,1.4,1.1,16.8,19.5,1.9,0.6,2.5,0.082,-0.2,-1.3,-1.5,0.2,0.72,0.28,0.0,0.0,0.0,-6.8,-0.7,65.0,31.0,54.0,83.0,10.0,11.0,755.0,18.0,38.0,10.9,0.303,0.574,0.297,0.407,0.123,0.317,0.039,0.368,Jeff Teague2020,0,0,0,0,0,0,0,0
Garrett Temple,SG,33.0,BRK,62.0,35.0,27.9,3.6,9.5,0.378,2.0,6.2,0.329,1.5,3.2,0.473,1.1,1.4,0.805,0.5,3.0,3.5,2.5,0.8,0.5,1.0,1.7,10.3,106.0,111.0,2020,10.5,0.513,0.658,0.148,1.8,11.1,6.5,12.8,1.3,1.4,9.0,16.6,0.7,1.7,2.4,0.066,-1.4,0.3,-1.1,0.4,0.81,0.18,0.01,0.0,0.0,-1.6,-1.9,35.0,15.0,53.0,30.0,7.0,11.0,371.0,10.0,26.0,18.9,0.172,0.584,0.055,0.375,0.06,0.286,0.056,0.424,Garrett Temple2020,0,0,0,0,0,0,0,0
Daniel Theis,C,27.0,BOS,65.0,64.0,24.1,3.7,6.6,0.566,0.5,1.5,0.333,3.2,5.1,0.633,1.3,1.8,0.763,2.2,4.4,6.6,1.7,0.6,1.3,0.8,3.4,9.2,130.0,105.0,2020,17.9,0.631,0.225,0.268,9.7,19.3,14.6,10.1,1.1,5.0,10.2,14.4,4.0,2.6,6.5,0.201,0.6,1.8,2.4,1.7,0.0,0.0,0.0,0.0,1.0,6.8,0.5,20.0,9.0,114.0,49.0,17.0,19.0,275.0,15.0,29.0,9.2,0.493,0.729,0.169,0.458,0.073,0.516,0.04,0.412,Daniel Theis2020,0,0,0,0,0,0,0,0
Isaiah Thomas,PG,30.0,WAS,40.0,37.0,23.1,4.4,10.7,0.408,2.0,4.7,0.413,2.4,5.9,0.405,1.6,1.9,0.816,0.3,1.4,1.7,3.7,0.3,0.2,1.9,1.9,12.2,103.0,120.0,2020,11.6,0.531,0.444,0.178,1.2,7.0,4.0,23.4,0.7,0.6,14.4,24.1,0.1,-0.1,0.0,0.002,-0.5,-3.9,-4.3,-0.5,1.0,0.0,0.0,0.0,0.0,-10.6,-8.3,46.0,18.0,35.0,20.0,6.0,8.0,339.0,2.0,32.0,17.7,0.066,0.536,0.157,0.299,0.185,0.392,0.148,0.476,Isaiah Thomas2020,0,0,0,0,0,0,0,0
Khyri Thomas,SG,23.0,DET,8.0,0.0,7.6,0.6,2.1,0.294,0.6,1.8,0.357,0.0,0.4,0.0,0.3,0.5,0.5,0.1,0.0,0.1,0.4,0.4,0.0,0.4,1.1,2.1,88.0,116.0,2020,3.1,0.453,0.824,0.235,1.8,0.0,0.9,6.7,2.4,0.0,13.8,15.6,-0.1,0.0,0.0,-0.038,-6.2,-1.7,-7.9,-0.1,0.06,0.23,0.71,0.0,0.0,-30.0,-26.3,3.0,0.0,7.0,1.0,0.0,0.0,8.0,0.0,0.0,22.7,0.0,0.0,0.059,0.0,0.059,0.0,0.059,0.0,Khyri Thomas2020,0,0,0,0,0,0,0,0
Lance Thomas,PF,31.0,BRK,7.0,4.0,14.0,1.1,3.3,0.348,0.6,1.9,0.308,0.6,1.4,0.4,0.6,0.6,1.0,0.3,1.6,1.9,0.9,0.0,0.0,0.9,1.6,3.4,91.0,115.0,2020,3.0,0.485,0.565,0.174,2.2,11.4,6.9,8.2,0.0,0.0,19.5,13.1,-0.1,0.1,0.0,-0.015,-5.7,-2.6,-8.3,-0.2,0.0,0.0,0.12,0.79,0.08,-26.0,-26.1,1.0,2.0,6.0,3.0,2.0,0.0,16.0,2.0,0.0,18.7,0.087,0.5,0.087,0.5,0.13,0.0,0.13,0.667,Lance Thomas2020,0,0,0,0,0,0,0,0
Matt Thomas,SG,25.0,TOR,41.0,1.0,10.7,1.8,3.7,0.487,1.1,2.4,0.475,0.6,1.2,0.51,0.2,0.3,0.75,0.2,1.3,1.5,0.5,0.2,0.0,0.4,0.9,4.9,119.0,109.0,2020,13.3,0.65,0.66,0.08,2.2,12.2,7.3,7.5,1.1,0.2,9.3,16.6,0.7,0.6,1.2,0.133,1.0,0.1,1.1,0.3,0.56,0.4,0.04,0.0,0.0,7.0,0.4,8.0,1.0,22.0,4.0,1.0,1.0,54.0,1.0,13.0,21.0,0.06,0.444,0.053,0.375,0.087,0.462,0.14,0.619,Matt Thomas2020,0,0,0,0,0,0,0,0
Tristan Thompson,PF,28.0,CLE,57.0,51.0,30.2,5.1,9.9,0.512,0.2,0.4,0.391,4.9,9.5,0.518,1.7,2.8,0.615,4.0,6.2,10.1,2.1,0.6,0.9,1.8,2.2,12.0,112.0,114.0,2020,16.8,0.54,0.041,0.286,14.5,22.9,18.6,10.5,0.9,2.5,14.0,18.3,2.0,1.1,3.1,0.085,-0.3,-1.3,-1.5,0.2,0.0,0.0,0.0,0.01,0.99,-9.9,-4.1,26.0,31.0,61.0,67.0,22.0,4.0,290.0,14.0,65.0,5.2,0.496,0.624,0.372,0.435,0.073,0.317,0.018,0.1,Tristan Thompson2020,0,0,0,0,0,0,0,0
Sindarius Thornwell,SF,25.0,NOP,2.0,0.0,17.5,3.0,5.5,0.545,1.0,2.0,0.5,2.0,3.5,0.571,1.0,2.0,0.5,0.0,2.0,2.0,2.0,0.5,0.5,1.0,1.0,8.0,115.0,113.0,2020,14.7,0.627,0.364,0.364,0.0,12.2,6.1,16.1,1.3,2.4,13.6,17.3,0.0,0.0,0.1,0.101,-0.1,-1.2,-1.3,0.0,0.03,0.52,0.45,0.0,0.0,-5.9,-4.6,1.0,0.0,1.0,2.0,1.0,0.0,8.0,0.0,1.0,13.5,0.364,0.75,0.273,0.333,0.0,0.0,0.0,0.0,Sindarius Thornwell2020,0,0,0,0,0,0,0,0
Matisse Thybulle,SG,22.0,PHI,65.0,14.0,19.8,1.7,4.1,0.423,0.9,2.4,0.357,0.9,1.7,0.519,0.4,0.6,0.61,0.7,1.0,1.6,1.2,1.4,0.7,0.8,2.2,4.7,105.0,106.0,2020,10.0,0.539,0.592,0.155,3.8,5.4,4.6,8.0,3.5,3.1,15.3,11.2,0.3,2.0,2.3,0.086,-2.8,3.1,0.3,0.8,0.14,0.64,0.22,0.01,0.0,2.9,0.8,26.0,11.0,73.0,17.0,5.0,13.0,190.0,3.0,8.0,16.6,0.272,0.653,0.079,0.286,0.03,0.25,0.026,0.143,Matisse Thybulle2020,0,0,0,0,0,0,0,0
Anthony Tolliver,PF,34.0,TOT,55.0,13.0,15.9,1.2,3.3,0.357,0.9,2.6,0.338,0.3,0.7,0.432,0.4,0.5,0.724,0.6,2.2,2.8,0.8,0.3,0.2,0.6,1.3,3.6,103.0,115.0,2020,7.0,0.513,0.797,0.159,4.1,14.3,9.3,6.0,1.0,1.1,14.9,11.1,0.0,0.4,0.5,0.026,-2.7,-0.5,-3.2,-0.3,0.0,0.0,0.09,0.54,0.37,-5.7,-4.9,19.0,5.0,34.0,14.0,6.0,9.0,109.0,3.0,7.0,21.3,0.11,0.4,0.06,0.364,0.011,0.5,0.022,0.75,Anthony Tolliver2020,0,0,0,0,0,0,0,0
Juan Toscano-Anderson,SG,26.0,GSW,13.0,6.0,20.9,2.2,4.8,0.46,0.6,1.8,0.348,1.6,3.1,0.525,0.2,0.4,0.6,0.7,3.3,4.0,2.0,1.0,0.4,1.2,2.3,5.3,98.0,112.0,2020,9.4,0.529,0.365,0.079,3.5,17.8,10.4,13.8,2.3,1.7,19.7,12.7,-0.1,0.2,0.2,0.03,-4.0,0.5,-3.5,-0.1,0.0,0.01,0.59,0.39,0.0,-15.0,-6.8,8.0,4.0,15.0,3.0,1.0,2.0,62.0,1.0,7.0,11.6,0.397,0.72,0.19,0.25,0.016,0.0,0.032,0.0,Juan Toscano-Anderson2020,0,0,0,0,0,0,0,0
Karl-Anthony Towns,C,24.0,MIN,35.0,35.0,33.9,9.0,17.8,0.508,3.3,7.9,0.412,5.8,9.9,0.586,5.1,6.5,0.796,2.7,8.1,10.8,4.4,0.9,1.2,3.1,3.3,26.5,121.0,110.0,2020,26.5,0.642,0.445,0.363,8.1,26.1,16.8,22.8,1.3,2.9,13.2,28.8,3.7,1.3,5.1,0.204,7.0,0.8,7.8,2.9,0.0,0.0,0.0,0.0,1.0,-2.2,4.0,45.0,21.0,51.0,93.0,28.0,7.0,345.0,33.0,36.0,14.0,0.328,0.721,0.148,0.457,0.032,0.25,0.047,0.276,Karl-Anthony Towns2020,0,0,0,0,0,0,0,0
Gary Trent Jr.,SF,21.0,POR,61.0,8.0,21.8,3.2,7.2,0.444,1.8,4.4,0.418,1.4,2.8,0.486,0.6,0.7,0.822,0.4,1.2,1.6,1.0,0.8,0.3,0.3,1.5,8.9,121.0,117.0,2020,12.9,0.587,0.608,0.102,2.0,5.8,3.9,6.3,1.7,1.0,4.4,15.3,2.2,0.3,2.5,0.089,0.5,-0.8,-0.3,0.6,0.01,0.43,0.55,0.01,0.0,-2.1,-1.9,8.0,6.0,27.0,19.0,4.0,14.0,151.0,4.0,11.0,19.4,0.104,0.696,0.075,0.333,0.1,0.432,0.113,0.44,Gary Trent Jr.2020,0,0,0,0,0,0,0,0
Allonzo Trier,SG,24.0,NYK,24.0,1.0,12.1,2.1,4.4,0.481,0.8,2.2,0.358,1.3,2.2,0.604,1.4,1.8,0.791,0.3,1.0,1.2,1.2,0.1,0.2,0.9,1.2,6.5,115.0,118.0,2020,14.5,0.62,0.5,0.406,2.1,8.7,5.3,14.8,0.5,1.3,15.0,21.4,0.5,0.1,0.5,0.087,0.9,-1.4,-0.5,0.1,0.41,0.59,0.0,0.0,0.0,-12.2,-6.5,12.0,3.0,10.0,13.0,4.0,2.0,70.0,0.0,7.0,17.5,0.208,0.682,0.057,0.167,0.085,0.667,0.151,0.625,Allonzo Trier2020,0,0,0,0,0,0,0,0
P.J. Tucker,PF,34.0,HOU,72.0,72.0,34.3,2.5,5.9,0.415,1.5,4.2,0.358,1.0,1.8,0.551,0.5,0.7,0.813,1.6,5.1,6.6,1.6,1.1,0.5,1.0,3.2,6.9,114.0,111.0,2020,8.3,0.559,0.702,0.113,4.7,15.6,10.1,6.0,1.4,1.2,13.9,8.7,1.6,2.4,4.0,0.078,-2.4,0.6,-1.9,0.1,0.0,0.0,0.03,0.71,0.26,3.3,1.0,35.0,9.0,121.0,11.0,15.0,42.0,286.0,2.0,13.0,18.4,0.148,0.619,0.089,0.474,0.035,0.467,0.026,0.545,P.J. Tucker2020,0,0,0,0,0,0,0,0
Rayjon Tucker,SG,22.0,UTA,20.0,0.0,8.1,1.0,2.2,0.465,0.2,0.9,0.176,0.9,1.3,0.654,1.0,1.2,0.826,0.2,0.9,1.0,0.3,0.1,0.1,0.4,0.5,3.1,109.0,114.0,2020,9.7,0.584,0.395,0.535,2.1,11.2,6.8,4.4,0.3,0.5,13.1,16.6,0.1,0.1,0.2,0.063,-3.8,-2.2,-6.0,-0.2,0.01,0.36,0.59,0.05,0.0,-5.8,-8.5,5.0,0.0,4.0,12.0,1.0,10.0,13.0,2.0,3.0,14.1,0.209,0.778,0.209,0.556,0.163,0.571,0.023,1.0,Rayjon Tucker2020,0,0,0,0,0,0,0,0
Evan Turner,SG,31.0,ATL,19.0,0.0,13.2,1.3,3.5,0.373,0.0,0.3,0.0,1.3,3.3,0.403,0.6,0.7,0.857,0.4,1.6,2.0,2.0,0.5,0.4,1.4,1.1,3.3,84.0,115.0,2020,6.8,0.424,0.075,0.209,3.4,13.0,8.2,20.6,1.7,2.7,26.2,16.4,-0.5,0.1,-0.3,-0.064,-4.9,-0.7,-5.6,-0.2,0.63,0.32,0.06,0.0,0.0,-12.2,-4.6,18.0,5.0,12.0,8.0,1.0,1.0,92.0,3.0,4.0,10.4,0.299,0.55,0.149,0.5,0.343,0.261,0.134,0.333,Evan Turner2020,0,0,0,0,0,0,0,0
Myles Turner,C,23.0,IND,62.0,62.0,29.5,4.3,9.5,0.457,1.4,4.0,0.344,2.9,5.4,0.54,2.0,2.7,0.751,1.4,5.2,6.6,1.2,0.7,2.1,1.4,2.7,12.1,108.0,105.0,2020,14.8,0.566,0.426,0.288,5.2,19.1,12.2,5.4,1.2,6.4,11.4,17.9,1.1,3.1,4.2,0.111,-1.0,1.1,0.1,1.0,0.0,0.0,0.0,0.0,1.0,0.7,-3.3,27.0,20.0,95.0,86.0,22.0,15.0,177.0,23.0,22.0,15.5,0.221,0.677,0.152,0.483,0.107,0.54,0.094,0.309,Myles Turner2020,0,0,0,0,0,0,0,0
Jarrod Uthoff,PF,26.0,TOT,7.0,0.0,7.6,1.0,2.6,0.389,0.4,1.3,0.333,0.6,1.3,0.444,0.3,0.3,1.0,0.3,0.6,0.9,0.0,0.1,0.0,0.0,0.3,2.7,105.0,119.0,2020,8.8,0.503,0.5,0.111,4.0,8.6,6.1,0.0,0.9,0.0,0.0,14.8,0.0,0.0,0.0,0.018,-2.3,-2.2,-4.5,0.0,0.0,0.0,0.16,0.84,0.0,9.3,12.1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,18.2,0.111,0.5,0.111,0.0,0.111,1.0,0.167,0.333,Jarrod Uthoff2020,0,0,0,0,0,0,0,0
Jonas Valančiūnas,C,27.0,MEM,70.0,70.0,26.4,6.2,10.6,0.585,0.5,1.3,0.352,5.7,9.3,0.617,2.1,2.9,0.74,3.0,8.2,11.3,1.9,0.4,1.1,1.8,2.6,14.9,120.0,107.0,2020,22.2,0.631,0.123,0.271,12.4,32.2,22.5,10.9,0.8,3.6,13.3,21.5,4.2,2.8,7.0,0.182,2.1,0.2,2.4,2.0,0.0,0.0,0.0,0.0,1.0,0.6,2.7,37.0,38.0,97.0,92.0,27.0,4.0,316.0,17.0,39.0,7.2,0.424,0.735,0.359,0.543,0.068,0.34,0.027,0.45,Jonas Valančiūnas2020,0,0,0,0,0,0,0,0
Denzel Valentine,SF,26.0,CHI,36.0,5.0,13.6,2.7,6.6,0.409,1.3,3.8,0.336,1.4,2.8,0.51,0.2,0.2,0.75,0.3,1.8,2.1,1.2,0.7,0.2,0.7,1.4,6.8,100.0,109.0,2020,13.0,0.511,0.578,0.034,1.9,15.5,8.4,14.2,2.6,1.2,9.8,23.3,-0.1,0.6,0.5,0.048,-0.8,0.2,-0.6,0.2,0.0,0.22,0.76,0.03,0.0,-5.6,-2.7,18.0,2.0,26.0,4.0,1.0,1.0,106.0,0.0,2.0,19.5,0.046,0.545,0.152,0.444,0.143,0.529,0.08,0.579,Denzel Valentine2020,0,0,0,0,0,0,0,0
Jarred Vanderbilt,PF,20.0,TOT,11.0,0.0,4.2,0.5,0.7,0.625,0.0,0.1,0.0,0.5,0.6,0.714,0.2,0.2,1.0,0.3,0.5,0.8,0.2,0.3,0.1,0.6,0.5,1.1,81.0,108.0,2020,7.6,0.676,0.125,0.25,7.3,14.5,10.9,5.9,3.2,2.0,44.1,14.9,-0.1,0.1,0.0,-0.026,-6.6,0.5,-6.0,-0.1,0.0,0.0,0.33,0.51,0.15,-26.5,-25.6,3.0,1.0,3.0,1.0,1.0,0.0,6.0,0.0,0.0,4.0,0.875,0.714,0.0,0.0,0.0,0.0,0.0,0.0,Jarred Vanderbilt2020,0,0,0,0,0,0,0,0
Fred VanVleet,SG,25.0,TOR,54.0,54.0,35.7,5.9,14.3,0.413,2.7,6.9,0.39,3.2,7.4,0.434,3.1,3.7,0.848,0.3,3.4,3.8,6.6,1.9,0.3,2.2,2.4,17.6,113.0,106.0,2020,16.3,0.553,0.484,0.256,1.0,9.9,5.6,27.7,2.5,0.9,12.3,21.7,2.8,3.1,5.8,0.145,1.2,1.4,2.7,2.3,0.44,0.56,0.0,0.0,0.0,5.2,-3.3,60.0,34.0,46.0,75.0,18.0,10.0,860.0,19.0,51.0,15.4,0.307,0.549,0.113,0.23,0.038,0.276,0.06,0.326,Fred VanVleet2020,0,0,0,0,0,0,0,0
Gabe Vincent,PG,23.0,MIA,9.0,0.0,9.2,0.9,4.1,0.216,0.7,3.0,0.222,0.2,1.1,0.2,0.0,0.0,0.0,0.0,0.6,0.6,0.7,0.6,0.0,0.1,0.7,2.4,70.0,110.0,2020,1.2,0.297,0.73,0.0,0.0,6.5,3.4,10.1,2.9,0.0,2.6,20.2,-0.3,0.1,-0.2,-0.117,-8.5,-1.9,-10.4,-0.2,0.69,0.31,0.0,0.0,0.0,-17.2,-20.6,0.0,1.0,4.0,0.0,0.0,1.0,15.0,0.0,3.0,21.1,0.081,0.333,0.081,0.333,0.108,0.0,0.0,0.0,Gabe Vincent2020,0,0,0,0,0,0,0,0
Noah Vonleh,C,24.0,TOT,36.0,1.0,10.5,1.4,2.6,0.565,0.1,0.4,0.2,1.4,2.1,0.636,0.7,0.9,0.781,1.0,2.4,3.4,0.8,0.3,0.2,0.6,1.1,3.7,121.0,111.0,2020,15.5,0.622,0.163,0.348,10.1,25.3,17.4,10.7,1.4,1.3,16.5,13.9,0.6,0.4,1.0,0.127,-1.2,0.3,-1.0,0.1,0.0,0.0,0.0,0.07,0.93,-7.8,-7.2,7.0,4.0,18.0,10.0,7.0,1.0,68.0,1.0,10.0,6.8,0.511,0.723,0.315,0.517,0.0,0.0,0.011,0.0,Noah Vonleh2020,0,0,0,0,0,0,0,0
Nikola Vučević,C,29.0,ORL,62.0,62.0,32.2,8.0,16.7,0.477,1.6,4.7,0.339,6.4,12.0,0.531,2.1,2.7,0.784,2.3,8.6,10.9,3.6,0.9,0.8,1.4,2.2,19.6,114.0,107.0,2020,21.9,0.549,0.28,0.162,7.3,29.7,18.1,19.5,1.3,2.1,7.4,25.8,3.5,2.9,6.4,0.153,3.7,0.5,4.2,3.1,0.0,0.0,0.0,0.0,1.0,0.8,4.3,34.0,27.0,87.0,76.0,9.0,2.0,530.0,23.0,50.0,12.5,0.235,0.675,0.27,0.487,0.131,0.43,0.084,0.425,Nikola Vučević2020,0,0,0,0,0,0,0,0
Dean Wade,PF,23.0,CLE,12.0,0.0,5.9,0.8,1.1,0.692,0.2,0.3,0.5,0.6,0.8,0.778,0.0,0.1,0.0,0.3,1.3,1.6,0.2,0.2,0.3,0.3,0.7,1.7,122.0,111.0,2020,13.9,0.744,0.308,0.077,4.6,25.3,14.9,4.0,1.4,4.8,18.2,9.9,0.1,0.1,0.2,0.105,-1.7,0.5,-1.2,0.0,0.0,0.0,0.16,0.68,0.17,-7.5,0.6,3.0,0.0,3.0,1.0,0.0,0.0,5.0,1.0,0.0,8.5,0.615,0.75,0.077,1.0,0.0,0.0,0.0,0.0,Dean Wade2020,0,0,0,0,0,0,0,0
Moritz Wagner,C,22.0,WAS,45.0,5.0,18.6,3.2,5.9,0.545,0.6,1.8,0.313,2.7,4.1,0.645,1.7,2.1,0.821,1.2,3.6,4.9,1.2,0.6,0.4,1.5,3.4,8.7,114.0,113.0,2020,15.1,0.638,0.301,0.357,7.0,22.2,14.3,9.8,1.6,2.0,17.7,18.6,1.1,0.6,1.7,0.099,-2.0,-0.3,-2.3,-0.1,0.0,0.0,0.0,0.03,0.97,-4.8,-0.3,14.0,12.0,70.0,40.0,24.0,38.0,137.0,6.0,23.0,9.6,0.489,0.777,0.188,0.34,0.015,0.5,0.008,0.0,Moritz Wagner2020,0,0,0,0,0,0,0,0
